NO,KDSKPD,NMSKPD,KDSUBUNIT,NMSUBUNIT,KDKEGIATAN,NMKEGIATAN,KDSUBKEGIATAN,NMSUBKEGIATAN,KDREK,NMREK,PAGU,SUMBERDANA
1562,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0003,UPT Panti Sosial Tresna Werdha Madago Tentena,1.06.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.06.01.1.08.0004,Penyediaan Jasa Pelayanan Umum Kantor,5.1.02.01.001.00026,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,606200,Dana Bagi Hasil (DBH)
1563,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.03,Pengelolaan Pendidikan Khusus,1.01.02.1.03.0049,Penyediaan Pendidik Dan Tenaga Kependidikan Bagi Satuan Pendidikan Khusus,5.1.02.01.001.00052,Belanja Makanan dan Minuman Rapat,1785000,DAU yang Ditentukan Penggunaannya Bidang Kesehatan
1564,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.01.1.02,Administrasi Keuangan Perangkat Daerah,1.06.01.1.02.0007,Koordinasi Dan Penyusunan Laporan Keuangan Bulanan/ Triwulanan/Semesteran Skpd,5.1.02.01.001.00029,Belanja Alat/Bahan untuk Kegiatan Kantor-Bahan Komputer,3080000,Dana Alokasi Umum (DAU)
1565,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0001,UPT Panti Sosial Anak,1.06.04.1.02,Rehabilitasi Sosial Dasar Anak Terlantar Di Dalam Panti,1.06.04.1.02.0005,Penyediaan Perbekalan Kesehatan Di Dalam Panti,5.1.02.01.001.00036,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat/Bahan untuk Kegiatan Kantor Lainnya,706200,Pendapatan Asli Daerah (PAD)
1566,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.01,Pengelolaan Pendidikan Sekolah Menengah Atas,1.01.02.1.01.0049,"Pembinaan Minat, Bakat Dan Kreativitas Siswa",5.1.02.01.001.00025,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,3260000,DAU yang Ditentukan Penggunaannya Bidang Kesehatan
1567,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.05.1.01,Pengangkatan Anak Antar Wni Dan Pengangkatan Anak Oleh Orang Tua Tunggal,1.06.05.1.01.0001,Pengangkatan Anak Antar Wni,5.1.02.01.001.00052,Belanja Makanan dan Minuman Rapat,1210000,Pendapatan Asli Daerah (PAD)
1568,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.03,Pengelolaan Pendidikan Khusus,1.01.02.1.03.0044,Penyediaan Biaya Personil Peserta Didik Pendidikan Khusus,5.1.02.01.001.00012,Belanja Bahan-Bahan Lainnya,413105000,DAU yang Ditentukan Penggunaannya Bidang Kesehatan
1569,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.01.1.02,Administrasi Keuangan Perangkat Daerah,1.03.01.1.02.0003,Pelaksanaan Penatausahaan Dan Pengujian/Verifikasi Keuangan Skpd,5.1.02.01.001.00025,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,74540200,Dana Alokasi Umum (DAU)
1570,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.02.1.02,"Penyediaan Layanan Kesehatan Untuk Ukp Rujukan, Ukm Dan Ukm Rujukan Tingkat Daerah Provinsi",1.02.02.1.02.0020,Verifikasi Dan Penilaian Kelayakan Puskesmas Untuk Registrasi Puskesmas,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,525000,Pajak Rokok
1571,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.02.1.02,Pemberdayaan Potensi Sumber Kesejahteraan Sosial Provinsi,1.06.02.1.02.0008,Peningkatan Kemampuan Potensi Sumber Kesejahteraan Sosial Perseorangan Kewenangan Provinsi,5.1.02.01.001.00029,Belanja Alat/Bahan untuk Kegiatan Kantor-Bahan Komputer,550000,Pendapatan Asli Daerah (PAD)
1572,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0007,UPTD Balai Layanan Platform Teknologi Dinas Pendidikan Provinsi Sulawesi Tengah,1.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.01.01.1.08.0004,Penyediaan Jasa Pelayanan Umum Kantor,5.1.02.02.001.00055,"Belanja Jasa Iklan/Reklame, Film, dan Pemotretan",500000000,Dana Bagi Hasil (DBH)
1573,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0005,Cabang Dinas Pendidikan Wilayah V,1.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.01.01.1.08.0004,Penyediaan Jasa Pelayanan Umum Kantor,5.1.02.02.001.00063,Belanja Kawat/Faksimili/Internet/TV Berlangganan,14171278,Dana Bagi Hasil (DBH)
1574,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.11.1.02,Penyelenggaraan Sistem Informasi Jasa Konstruksi (Sipjaki) Cakupan Daerah Provinsi,1.03.11.1.02.0006,Operasionalisasi Layanan Informasi Jasa Konstruksi,5.1.02.01.001.00029,Belanja Alat/Bahan untuk Kegiatan Kantor-Bahan Komputer,687500,Pendapatan Asli Daerah (PAD)
1575,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.01,Pengelolaan Pendidikan Sekolah Menengah Atas,1.01.02.1.01.0053,Pengelolaan Dana Bos Sekolah Menengah Atas,5.1.02.89.001.00002,Belanja Barang dan Jasa BOSP-BOS Kinerja,215190000,Dana Alokasi Khusus (DAK)
1576,1.05.0.00.0.00.01.0000,Satuan Polisi Pamong Praja Provinsi Sulawesi Tengah,1.05.0.00.0.00.01.0000,Satuan Polisi Pamong Praja Provinsi Sulawesi Tengah,1.05.02.1.01,Penanganan Gangguan Ketenteraman Dan Ketertiban Umum Lintas Daerah Kabupaten/Kota Dalam 1 (Satu) Daerah Provinsi,1.05.02.1.01.0024,Peningkatan Kapasitas SDM Satuan Polisi Pamong Praja,5.1.02.01.001.00058,Belanja Makanan dan Minuman Aktivitas Lapangan,42000000,Pendapatan Asli Daerah (PAD)
1577,1.03.0.00.0.00.02.0000,Dinas Cipta Karya dan Sumberdaya Air,1.03.0.00.0.00.02.0000,Dinas Cipta Karya dan Sumberdaya Air,1.03.02.1.02,Pengembangan Dan Pengelolaan Sistem Irigasi Primer Dan Sekunder Pada Daerah Irigasi Yang Luasnya 1000 Ha-3000 Ha Dan Daerah Irigasi Lintas Daerah Kabupaten/Kota,1.03.02.1.02.0014,Rehabilitasi Jaringan Irigasi Permukaan,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,13950000,Dana Alokasi Umum (DAU)
1578,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.03,Pengelolaan Pendidikan Khusus,1.01.02.1.03.0049,Penyediaan Pendidik Dan Tenaga Kependidikan Bagi Satuan Pendidikan Khusus,5.1.02.02.001.00029,Belanja Jasa Tenaga Ahli,19500000,DAU yang Ditentukan Penggunaannya Bidang Kesehatan
1579,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.01.1.06,Administrasi Umum Perangkat Daerah,1.02.01.1.06.0009,Penyelenggaraan Rapat Koordinasi Dan Konsultasi Skpd,5.1.02.02.001.00011,Honorarium Penyelenggaraan Kegiatan Pendidikan dan Pelatihan,45000000,Dana Alokasi Khusus (DAK)
1580,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.01.1.01,"Perencanaan, Penganggaran, Dan Evaluasi Kinerja Perangkat Daerah",1.06.01.1.01.0010,Penyelenggaraan Walidata Pendukung Statistik Sektoral Daerah,5.1.02.01.001.00052,Belanja Makanan dan Minuman Rapat,67900000,Dana Alokasi Umum (DAU)
1581,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.01.1.01,"Perencanaan, Penganggaran, Dan Evaluasi Kinerja Perangkat Daerah",1.06.01.1.01.0010,Penyelenggaraan Walidata Pendukung Statistik Sektoral Daerah,5.1.02.01.001.00052,Belanja Makanan dan Minuman Rapat,41000000,Dana Bagi Hasil (DBH)
1582,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.02.1.01,"Penyediaan Fasilitas Pelayanan, Sarana, Prasarana Dan Alat Kesehatan Untuk Ukp Rujukan, Ukm Dan Ukm Rujukan Tingkat Daerah Provinsi",1.02.02.1.01.0027,"Pengadaan Obat, Bahan Habis Pakai, Bahan Medis Habis Pakai,, Vaksin, Makanan Dan Minuman Di Fasilitas Kesehatan",5.1.02.01.001.00037,Belanja Obat-Obatan-Obat,165000000,Pajak Rokok
1583,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.04.1.03,Rehabilitasi Sosial Dasar Lanjut Usia Terlantar Di Dalam Panti,1.06.04.1.03.0001,Penyediaan Permakanan,5.1.02.04.001.00002,Belanja Perjalanan Dinas Tetap,10200000,Dana Alokasi Umum (DAU)
1584,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.04.1.03,Rehabilitasi Sosial Dasar Lanjut Usia Terlantar Di Dalam Panti,1.06.04.1.03.0001,Penyediaan Permakanan,5.1.02.04.001.00002,Belanja Perjalanan Dinas Tetap,4200000,Pendapatan Asli Daerah (PAD)
1585,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.01.1.03,Administrasi Barang Milik Daerah Pada Perangkat Daerah,1.05.01.1.03.0006,Penatausahaan Barang Milik Daerah Pada Skpd,5.1.02.01.001.00025,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,4450000,Dana Bagi Hasil (DBH)
1586,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.01.1.01,"Perencanaan, Penganggaran, Dan Evaluasi Kinerja Perangkat Daerah",1.06.01.1.01.0007,Evaluasi Kinerja Perangkat Daerah,5.1.02.01.001.00025,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,636600,Dana Bagi Hasil (DBH)
1587,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.03.1.02,Pelayanan Pencegahan Dan Kesiapsiagaan Terhadap Bencana,1.05.03.1.02.0024,Penyusunan Rencana Penanggulangan Bencana Provinsi,5.1.02.01.001.00024,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,1163600,Pendapatan Asli Daerah (PAD)
1588,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.04.1.03,Rehabilitasi Sosial Dasar Lanjut Usia Terlantar Di Dalam Panti,1.06.04.1.03.0006,"Pemberian Bimbingan Fisik, Mental, Spritual Dan Sosial",5.1.02.02.001.00020,Belanja Jasa Tenaga Penanganan Sosial,1000000,Pendapatan Asli Daerah (PAD)
1589,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.04.1.01,Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar Di Dalam Panti,1.06.04.1.01.0006,"Pemberian Bimbingan Fisik, Mental, Spiritual Dan Sosial",5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,740000,Pendapatan Asli Daerah (PAD)
1590,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.03,Pengelolaan Pendidikan Khusus,1.01.02.1.03.0052,Pengelolaan Dana Bos Sekolah Pendidikan Khusus,5.1.02.89.001.00001,Belanja Barang dan Jasa BOSP-BOS Reguler,1156920000,Dana Alokasi Umum (DAU)
1591,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.01.1.02,Administrasi Keuangan Perangkat Daerah,1.05.01.1.02.0008,Penyusunan Pelaporan Dan Analisis Prognosis Realisasi Anggaran,5.1.02.02.001.00029,Belanja Jasa Tenaga Ahli,10000000,Dana Alokasi Umum (DAU)
1592,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.03,Pengelolaan Pendidikan Khusus,1.01.02.1.03.0052,Pengelolaan Dana Bos Sekolah Pendidikan Khusus,5.2.05.89.001.00001,Belanja Modal Aset Tetap Lainnya BOSP-BOS Reguler,338067000,Dana Alokasi Khusus (DAK)
1593,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.10.1.01,Penyelenggaraan Jalan Provinsi,1.03.10.1.01.0031,Rekonstruksi Jalan,5.2.04.01.001.00002,Belanja Modal Jalan Provinsi,88200549200,Pajak Kendaraan Bermotor (PKB)
1594,1.05.0.00.0.00.01.0000,Satuan Polisi Pamong Praja Provinsi Sulawesi Tengah,1.05.0.00.0.00.01.0000,Satuan Polisi Pamong Praja Provinsi Sulawesi Tengah,1.05.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.05.01.1.08.0004,Penyediaan Jasa Pelayanan Umum Kantor,5.1.02.02.001.00067,"Belanja Pembayaran Pajak, Bea, dan Perizinan",2400000,Dana Bagi Hasil (DBH)
1595,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.02.1.01,Pengelolaan Pendidikan Sekolah Menengah Atas,1.01.02.1.01.0049,"Pembinaan Minat, Bakat Dan Kreativitas Siswa",5.1.02.02.001.00003,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",1600000,DAU yang Ditentukan Penggunaannya Bidang Kesehatan
1596,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0001,UPT Laboratorium dan Pengujian Bahan Provinsi Sulawesi Tengah,1.03.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,1.03.01.1.09.0006,Pemeliharaan Peralatan Dan Mesin Lainnya,5.1.02.02.001.00039,Belanja Jasa Tenaga Informasi dan Teknologi,20000000,Dana Bagi Hasil (DBH)
1597,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0001,UPT Panti Sosial Anak,1.06.04.1.02,Rehabilitasi Sosial Dasar Anak Terlantar Di Dalam Panti,1.06.04.1.02.0023,Akses Layanan Pengasuhan kepada Keluarga Pengganti,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,1090000,Pendapatan Asli Daerah (PAD)
1598,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.06.1.01,Perlindungan Sosial Korban Bencana Alam Dan Sosial Provinsi,1.06.06.1.01.0001,Penyediaan Permakanan,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,9990000,Pendapatan Asli Daerah (PAD)
1599,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0004,Cabang Dinas Pendidikan Wilayah IV,1.01.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,1.01.01.1.09.0001,"Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan Dan Pajak Kendaraan Perorangan Dinas Atau Kendaraan Dinas Jabatan",5.1.02.02.001.00067,"Belanja Pembayaran Pajak, Bea, dan Perizinan",2700000,Dana Bagi Hasil (DBH)
1600,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0001,UPT Panti Sosial Anak,1.06.04.1.02,Rehabilitasi Sosial Dasar Anak Terlantar Di Dalam Panti,1.06.04.1.02.0015,Penyediaan Permakanan,5.1.02.01.001.00052,Belanja Makanan dan Minuman Rapat,5000000,Pendapatan Asli Daerah (PAD)
1601,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0003,UPT Pusat Pelayanan Keselamatan Terpadu,1.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.02.01.1.08.0002,"Penyediaan Jasa Komunikasi, Sumber Daya Air Dan Listrik",5.1.02.02.001.00063,Belanja Kawat/Faksimili/Internet/TV Berlangganan,1200000,Dana Bagi Hasil (DBH)
1602,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0001,Cabang Dinas Pendidikan Wilayah I,1.01.01.1.06,Administrasi Umum Perangkat Daerah,1.01.01.1.06.0009,Penyelenggaraan Rapat Koordinasi Dan Konsultasi Skpd,5.1.02.01.001.00052,Belanja Makanan dan Minuman Rapat,2500000,Dana Bagi Hasil (DBH)
1603,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.0.00.0.00.01.0000,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,1.03.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,1.03.01.1.09.0006,Pemeliharaan Peralatan Dan Mesin Lainnya,5.1.02.03.002.00123,Belanja Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Rumah Tangga-Alat Rumah Tangga Lainnya (Home Use),150000000,Pendapatan Asli Daerah (PAD)
1604,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.01.1.02,Administrasi Keuangan Perangkat Daerah,1.02.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.005.00001,Belanja Tunjangan Fungsional Umum PNS,2392866996.96,Pendapatan Asli Daerah (PAD)
1605,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.01.1.06,Administrasi Umum Perangkat Daerah,1.05.01.1.06.0009,Penyelenggaraan Rapat Koordinasi Dan Konsultasi Skpd,5.1.02.02.008.00009,Belanja Jasa Konsultansi Perencanaan Rekayasa-Jasa Desain Rekayasa untuk Pekerjaan Teknik Sipil Transportasi,40000000,Dana Alokasi Umum (DAU)
1606,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0004,UPT Laboratorium Kesehatan,1.02.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,1.02.01.1.07.0011,Pengadaan Sarana Dan Prasarana Pendukung Gedung Kantor Atau Bangunan Lainnya,5.1.02.03.002.00117,Belanja Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Kantor-Alat Kantor Lainnya,1900000,Dana Bagi Hasil (DBH)
1607,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.02.1.02,Pemberdayaan Potensi Sumber Kesejahteraan Sosial Provinsi,1.06.02.1.02.0017,Pengusulan Gelar Pahlawan Nasional,5.1.02.01.001.00029,Belanja Alat/Bahan untuk Kegiatan Kantor-Bahan Komputer,137500,Pendapatan Asli Daerah (PAD)
1608,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.01.1.02,Administrasi Keuangan Perangkat Daerah,1.01.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.005.00001,Belanja Tunjangan Fungsional Umum PNS,8071206420.01,Pendapatan Asli Daerah (PAD)
1609,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.04.1.03,Rehabilitasi Sosial Dasar Lanjut Usia Terlantar Di Dalam Panti,1.06.04.1.03.0006,"Pemberian Bimbingan Fisik, Mental, Spritual Dan Sosial",5.1.02.01.001.00026,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,5452500,Pendapatan Asli Daerah (PAD)
1610,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.0.00.0.00.02.0000,Badan Penanggulangan Bencana Daerah Provinsi Tengah,1.05.03.1.03,Pelayanan Penyelamatan Dan Evakuasi Korban Bencana,1.05.03.1.03.0028,Penyediaan Logistik Penyelamatan dan Evakuasi Korban Bencana,5.1.02.01.001.00004,Belanja Bahan-Bahan Bakar dan Pelumas,384680800,Pendapatan Asli Daerah (PAD)
1611,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0002,UPT Panti Sosial Rehabilitasi Tuna Sosial,1.06.04.1.04,Rehabilitasi Sosial Dasar Gelandangan Dan Pengemis Di Dalam Panti,1.06.04.1.04.0004,Penyediaan Perbekalan Kesehatan Di Dalam Panti,5.1.02.01.001.00038,Belanja Obat-Obatan-Obat-Obatan Lainnya,585600,Pendapatan Asli Daerah (PAD)
1612,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.04.1.01,Pemindahan Pendidik Dan Tenaga Kependidikan Lintas Kabupaten/Kota Dalam 1 (Satu) Provinsi,1.01.04.1.01.0002,Penataan Pendistribusian Pendidik Dan Tenaga Kependidikan Satuan Pendidikan Menengah Dan Pendidikan Khusus,5.1.02.02.001.00055,"Belanja Jasa Iklan/Reklame, Film, dan Pemotretan",2000000,Pendapatan Asli Daerah (PAD)
1613,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.02.1.02,Pemberdayaan Potensi Sumber Kesejahteraan Sosial Provinsi,1.06.02.1.02.0006,Koordinasi Pengusulan Akreditasi Lembaga Kesejahteraan Sosial Daerah Provinsi,5.1.02.01.001.00029,Belanja Alat/Bahan untuk Kegiatan Kantor-Bahan Komputer,412500,Pendapatan Asli Daerah (PAD)
1614,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.0.00.0.00.01.0000,Dinas Sosial Provinsi Sulawesi Tengah,1.06.01.1.01,"Perencanaan, Penganggaran, Dan Evaluasi Kinerja Perangkat Daerah",1.06.01.1.01.0010,Penyelenggaraan Walidata Pendukung Statistik Sektoral Daerah,5.2.02.10.001.00002,Belanja Modal Personal Computer,510451200,Dana Bagi Hasil (DBH)
1615,1.03.0.00.0.00.02.0000,Dinas Cipta Karya dan Sumberdaya Air,1.03.0.00.0.00.02.0000,Dinas Cipta Karya dan Sumberdaya Air,1.03.07.1.01,Penyelenggaraan Infrastruktur Pada Permukiman Di Kawasan Strategis Daerah Provinsi,1.03.07.1.01.0039,Penyediaan Unit pengolahan setempat di Kawasan Strategis Provinsi,5.2.02.01.003.00008,Belanja Modal Alat Pengolahan Air Kotor,120000000,Pendapatan Asli Daerah (PAD)
1616,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.01.1.02,Administrasi Keuangan Perangkat Daerah,1.01.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.003.00001,Belanja Tunjangan Jabatan PNS,4830490093.55,Pendapatan Asli Daerah (PAD)
1617,1.01.0.00.0.00.01.0000,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,1.01.0.00.0.00.01.0007,UPTD Balai Layanan Platform Teknologi Dinas Pendidikan Provinsi Sulawesi Tengah,1.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.01.01.1.08.0004,Penyediaan Jasa Pelayanan Umum Kantor,5.1.02.01.001.00030,Belanja Alat/Bahan untuk Kegiatan Kantor-Perabot Kantor,1703850,Dana Bagi Hasil (DBH)
1618,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.0.00.0.00.01.0000,Dinas Kesehatan Provinsi Sulawesi Tengah,1.02.01.1.06,Administrasi Umum Perangkat Daerah,1.02.01.1.06.0002,Penyediaan Peralatan Dan Perlengkapan Kantor,5.1.02.02.001.00030,Belanja Jasa Tenaga Kebersihan,40000000,Pajak Rokok
